video_id,wav_path,label,label_name,start_time,end_time,duration
trial_lie_001,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_001.wav,1,deceptive,0.0,5.0,16.96
trial_lie_001,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_001.wav,1,deceptive,2.5,7.5,16.96
trial_lie_001,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_001.wav,1,deceptive,5.0,10.0,16.96
trial_lie_001,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_001.wav,1,deceptive,7.5,12.5,16.96
trial_lie_001,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_001.wav,1,deceptive,10.0,15.0,16.96
trial_lie_002,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_002.wav,1,deceptive,0.0,5.0,62.4853125
trial_lie_002,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_002.wav,1,deceptive,2.5,7.5,62.4853125
trial_lie_002,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_002.wav,1,deceptive,5.0,10.0,62.4853125
trial_lie_002,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_002.wav,1,deceptive,7.5,12.5,62.4853125
trial_lie_002,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_002.wav,1,deceptive,10.0,15.0,62.4853125
trial_lie_002,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_002.wav,1,deceptive,12.5,17.5,62.4853125
trial_lie_002,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_002.wav,1,deceptive,15.0,20.0,62.4853125
trial_lie_002,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_002.wav,1,deceptive,17.5,22.5,62.4853125
trial_lie_002,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_002.wav,1,deceptive,20.0,25.0,62.4853125
trial_lie_002,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_002.wav,1,deceptive,22.5,27.5,62.4853125
trial_lie_002,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_002.wav,1,deceptive,25.0,30.0,62.4853125
trial_lie_002,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_002.wav,1,deceptive,27.5,32.5,62.4853125
trial_lie_002,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_002.wav,1,deceptive,30.0,35.0,62.4853125
trial_lie_002,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_002.wav,1,deceptive,32.5,37.5,62.4853125
trial_lie_002,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_002.wav,1,deceptive,35.0,40.0,62.4853125
trial_lie_002,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_002.wav,1,deceptive,37.5,42.5,62.4853125
trial_lie_002,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_002.wav,1,deceptive,40.0,45.0,62.4853125
trial_lie_002,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_002.wav,1,deceptive,42.5,47.5,62.4853125
trial_lie_002,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_002.wav,1,deceptive,45.0,50.0,62.4853125
trial_lie_002,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_002.wav,1,deceptive,47.5,52.5,62.4853125
trial_lie_002,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_002.wav,1,deceptive,50.0,55.0,62.4853125
trial_lie_002,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_002.wav,1,deceptive,52.5,57.5,62.4853125
trial_lie_002,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_002.wav,1,deceptive,55.0,60.0,62.4853125
trial_lie_003,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_003.wav,1,deceptive,0.0,5.0,7.0186875
trial_lie_004,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_004.wav,1,deceptive,0.0,5.0,11.584
trial_lie_004,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_004.wav,1,deceptive,2.5,7.5,11.584
trial_lie_004,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_004.wav,1,deceptive,5.0,10.0,11.584
trial_lie_005,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_005.wav,1,deceptive,0.0,5.0,53.4186875
trial_lie_005,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_005.wav,1,deceptive,2.5,7.5,53.4186875
trial_lie_005,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_005.wav,1,deceptive,5.0,10.0,53.4186875
trial_lie_005,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_005.wav,1,deceptive,7.5,12.5,53.4186875
trial_lie_005,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_005.wav,1,deceptive,10.0,15.0,53.4186875
trial_lie_005,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_005.wav,1,deceptive,12.5,17.5,53.4186875
trial_lie_005,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_005.wav,1,deceptive,15.0,20.0,53.4186875
trial_lie_005,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_005.wav,1,deceptive,17.5,22.5,53.4186875
trial_lie_005,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_005.wav,1,deceptive,20.0,25.0,53.4186875
trial_lie_005,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_005.wav,1,deceptive,22.5,27.5,53.4186875
trial_lie_005,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_005.wav,1,deceptive,25.0,30.0,53.4186875
trial_lie_005,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_005.wav,1,deceptive,27.5,32.5,53.4186875
trial_lie_005,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_005.wav,1,deceptive,30.0,35.0,53.4186875
trial_lie_005,d:\NSBM\3rd Year\Final Year Project\Product Development\Github\Mutimodal-Deception-Dectection\Demos\Real Life Trial Data (Demo 5)\train\audio_model\extracted_audio\deceptive\trial_lie_005.wav,1,deceptive,32.5,37.5,53.4186875
